from to distance betweenness top10
2427 2641 28.288328 948479.310078 7396
4518 17702 10.39424 948324.0 7396
15976 16476 19.593224 947912.333333 7396
10787 13139 17.007219 947835.0 7396
10882 11022 4.453089 947686.150113 7396
5095 11961 37.958576 947629.982375 7396
9795 17390 9.25366 946960.707732 7396
12246 15058 56.936401 946324.085552 7396
6414 6581 35.472328 945779.868217 7396
6680 16021 38.315079 945639.034326 7396
13721 14010 9.791992 945132.010316 7396
4074 4218 15.794867 944900.084386 7396
3657 3750 11.020104 944640.055477 7396
17574 17770 5.57959 944604.091614 7396
6617 6809 7.610666 944132.117632 7396
6903 16076 12.521692 942686.522082 7396
2759 6629 6.841587 942539.273877 7396
13630 14593 30.725273 942428.538862 7396
2530 10084 101.81749 942372.324174 7396
5667 5895 28.288328 941560.284521 7396
13978 17588 118.160156 939309.158269 7396
4992 12084 4.311708 939210.134862 7396
4479 15771 12.291016 939149.47888 7396
15077 15120 21.368307 939023.651416 7396
6905 7816 27.939487 938451.552612 7396
5833 13067 135.567993 938068.255339 7396
6533 7268 25.999472 936503.048443 7396
17168 17364 6.357067 936034.276205 7396
3113 3414 417.403717 934845.611885 7396
6016 7484 31.101883 934252.050091 7396
3865 4246 12.71347 934025.169983 7396
4427 7916 106.011719 933495.393203 7396
14048 14140 21.504452 933422.537424 7396
1609 1830 9.535269 933372.244354 7396
3977 6688 87.900215 932824.009944 7396
13823 14578 6.939466 931976.154136 7396
7118 14592 138.957489 931060.812025 7396
711 3032 5.731078 930692.594537 7225
5979 11830 49.974457 930364.113052 7225
4400 13198 1.567639 930138.861961 7225
6120 7992 57.190186 928999.374779 7225
4400 13857 21.213678 928177.881302 7225
14494 14588 21.504452 928110.850379 7225
12198 13775 338.480957 927426.414195 7225
141 13543 36.269588 927186.34544 7225
13929 14390 14.677924 926932.578595 7225
7718 7767 36.579823 926780.360903 7225
4427 17616 154.832031 926638.8463 7225
7371 7464 2.790039 926481.22237 7225
3074 13481 11.433825 926197.331115 7225
4017 7778 230.617767 926172.562092 7225
3353 3504 6.195923 925761.95534 7225
10254 10255 21.322266 925667.130539 7225
13602 13830 8.5067 925184.506605 7225
15044 15121 23.015381 923883.849048 7225
17661 17662 6.092285 923696.213886 7225
6925 7749 25.154055 923022.343856 7225
8167 14923 37.884201 922630.670884 7225
10422 13406 96.245453 921629.569807 7225
2909 6120 94.864273 921469.583044 7225
6403 12930 15.282948 920915.010976 7225
711 4798 2.902275 920176.078114 7225
6532 6767 9.535482 920042.724426 7225
16226 16654 14.678076 919868.390537 7225
12356 14424 68.366333 919816.00261 7225
10127 10359 22.040855 919665.206307 7225
3528 4138 18.133545 919616.498896 7225
2909 14424 207.888123 919011.179568 7225
6460 7172 57.790554 918268.363309 7225
17040 17520 14.277519 916776.739812 7225
1912 11548 1.203858 916509.687078 7225
8856 8951 19.995346 916314.282433 7225
9305 9306 22.845703 916246.997494 7225
17104 17105 63.96875 914982.018412 7225
11662 17900 18.670971 914830.407206 7225
1092 1093 19.799805 914783.408709 7225
2490 13603 63.983887 913995.990853 7225
8715 16145 27.972399 913531.305609 7225
6604 6689 46.497738 913228.380944 7225
10828 10885 12.264169 913160.351831 7225
9870 14923 42.46154 912966.788351 7225
9870 11859 32.006001 912198.590823 7225
8905 10726 4.349292 911900.0 7225
11094 12599 708.971619 911900.0 7225
7781 8102 44.810276 911900.0 7225
7375 8479 35.513767 911900.0 7225
7725 7771 47.235935 910185.174091 7225
18089 18090 73.106934 908011.616398 7225
11662 11930 8.718018 907747.886846 7225
6330 6426 12.499868 907115.816876 7225
417 13059 42.688847 906921.79144 7225
2133 2421 10.780223 906479.066817 7225
6241 9022 165.137405 905854.210277 7225
6382 6383 12.18457 904444.251604 7225
12324 13978 60.291409 904299.76065 7225
8436 8676 22.040682 904102.302574 7225
9577 9578 39.599609 903910.695381 7225
2421 3023 20.960785 903638.042784 7225
6172 17331 29.25444 902159.614674 7225
158 15187 99.608795 901783.674931 7225
1731 3332 34.663574 901629.551133 7225
3158 3244 4.130265 901525.550256 7225
2156 2580 14.264058 901498.909501 7225
11022 11199 5.783701 900083.45721 7225
14171 14766 19.129362 899835.07558 7225
15147 15187 62.46138 899689.261414 7225
6381 6382 7.615234 899647.653039 7225
6145 17105 63.998783 898911.557019 7225
1109 17072 30.599659 898732.443762 7225
2199 4734 76.77919 898453.358353 7225
5923 6574 21.548048 898363.819132 7225
11174 12203 32.974037 898327.51969 7225
12980 13779 30.567417 897293.532729 7225
1029 7505 181.371643 897076.384712 7225
4734 6203 44.740032 896510.660184 7225
7812 13780 26.184898 896178.859151 7225
6241 11897 136.55722 895791.314187 7225
5854 6330 61.015224 895745.583489 7225
7002 15576 59.758736 895682.868355 7225
3657 4482 26.660175 895543.740014 7225
1050 3820 104.668205 895222.729385 7225
10820 11055 73.439079 895128.806175 7225
17252 17688 51.805279 894988.677559 7225
8768 8849 36.034313 894256.870325 7225
716 18062 28.400505 894242.594672 7225
1036 1092 21.36833 893687.826018 7225
1830 2133 10.780429 893534.277635 7225
15347 15976 26.746939 893355.747893 7225
1957 2229 31.589733 892330.643557 7225
5979 11698 99.36348 892066.292346 7225
4923 5411 76.19136 891462.628346 7225
4393 4939 17.129795 891435.528989 7225
13587 15450 12.567871 891399.323774 7225
4798 4974 7.211652 891227.663883 7225
462 987 16.009668 890992.101788 7225
10884 10886 13.70752 890032.409933 7225
3504 3641 5.175725 889946.945816 7225
412 17164 44.662342 889908.576411 7225
14240 15450 9.22438 889683.796561 7225
1700 2035 163.896805 889198.671702 7225
4939 5303 12.058261 889046.950346 7225
983 1036 18.329998 888977.764579 7225
14160 14293 17.26811 888744.391992 7225
11461 11463 35.030762 888081.048749 7225
600 1093 24.219885 887349.097223 7225
9425 11174 53.78756 887215.570297 7225
18101 18194 3.178416 886492.649475 7225
10740 10974 32.735996 885956.895096 7225
982 983 35.030762 885470.994114 7225
277 2530 115.869888 885402.084464 7225
2698 16963 296.876556 884670.25862 7225
2854 2889 41.14621 884297.529751 7225
1902 2228 10.643066 884117.514198 7225
5377 5378 53.307129 883539.798536 7225
5627 5758 20.237267 883105.752645 7225
13415 13459 105.101051 882082.301481 7225
1002 18194 33.609901 882054.093851 7225
5833 7650 55.816193 881985.984174 7225
8889 12019 19.74288 881667.561044 7225
11176 18155 4.553711 880926.075656 7225
1912 13950 5.821629 880379.687078 7225
3128 3181 7.741955 880322.149325 7225
8104 8818 21.560755 879172.773615 7225
7488 7899 13.359581 878372.87685 7225
6903 9766 16.265852 878318.14113 7225
6676 6752 280.257538 878249.663833 7225
7725 8066 220.863785 877817.764863 7225
11 1431 43.783901 877692.536827 7225
5461 7043 121.430145 877469.989505 7225
8167 11859 35.947857 876658.09868 7225
2020 10787 13.520624 875472.0 7225
4336 12599 331.644623 875472.0 7225
8384 8479 9.554708 875472.0 7225
16654 17040 13.359726 875410.260332 7225
860 987 18.749409 875317.192629 7225
13065 13221 14.799591 875144.288452 7225
1781 2330 18.314697 874708.0 7225
2046 2126 13.988484 872978.421638 7225
7650 7778 4.453131 872330.59044 7225
5280 6604 13.260492 871898.229448 7225
1700 3578 50.398148 871618.964832 7225
3854 16187 12.417277 871392.932746 7225
11186 11347 18.749775 871234.377126 7225
6339 7812 49.356266 870658.594706 7225
11698 17164 174.360596 870489.526802 7225
15013 15077 19.995415 869118.771744 7225
9119 12966 24.341364 868935.961426 7225
11462 11463 6.092285 868722.017792 7225
6145 6381 6.974609 868280.208948 7225
8859 9351 14.67854 868172.181692 7225
14799 15321 16.009668 868043.686011 7225
9079 9578 13.94873 867904.632976 7225
6633 12966 11.208929 867858.356663 7225
6464 7131 20.92334 866528.936773 7225
4479 15769 15.124023 866401.47888 7225
641 1156 14.678076 866132.535187 7225
9151 11859 33.834652 865707.491554 7225
11460 12246 33.68203 865415.002441 7225
1060 5702 34.787785 864648.296574 7225
6151 6203 13.778809 864477.210979 7225
866 1050 5.78383 864408.343625 7225
277 17926 6.167314 863720.853025 7225
12132 12133 4.569336 863413.833051 7225
2203 2449 8.906804 863349.361389 7225
5053 17025 22.131014 863246.329697 7225
17283 17762 14.277519 862939.8163 7225
5727 6517 23.761745 862371.89501 7225
7936 17767 5.000498 861725.884785 7225
12155 14592 23.440063 861608.308266 7225
6727 7407 20.978693 861535.72898 7225
3979 5411 45.66386 860658.736728 7225
6257 6727 15.34375 860200.635875 7225
3568 12208 77.528671 859932.76084 7225
12366 12727 13.359267 859849.043009 7225
6344 16002 1.294511 859841.185525 7225
9200 10034 25.291988 859584.634796 7225
12019 17025 43.051514 859290.173969 7225
18127 18170 19.848886 859000.876641 7225
7488 7591 57.943661 858506.595052 7225
5482 5627 18.749775 858058.820714 7225
11055 11759 20.92334 858041.450556 7225
10669 17870 33.433178 857616.105149 7225
1029 1477 170.105515 857521.97524 7225
17183 17474 8.506579 857318.893079 7225
15674 15885 5.783294 857140.351896 7225
2380 2604 8.337697 856544.406457 7225
7899 8104 39.990761 855895.03825 7225
281 14000 5.688584 855059.457143 7225
5354 14587 18.161116 855009.248507 7225
2759 4093 54.612503 854607.469681 7225
7407 7615 5.579346 854393.861641 7225
8486 12110 107.503281 854112.560486 7225
5377 16542 230.014969 854045.948855 7225
14051 14141 19.995346 853955.440025 7225
11462 11953 43.441452 853885.976982 7225
4620 4914 8.369141 853560.920959 7225
5705 10885 15.657227 851883.586505 7225
1896 13020 63.983887 851751.282698 7225
6517 7036 16.934082 851295.636418 7225
7615 8133 15.34375 850583.785905 7225
14293 14379 9.554942 850579.5843 7225
4257 6633 26.739683 850547.662352 7225
10268 10509 31.249588 850503.698766 7225
9250 9487 22.434309 850308.853353 7225
11248 18155 19.863987 849812.029561 7225
8563 8880 9.535697 849664.113003 7225
2336 2556 6.974121 848413.541552 7225
1238 1902 6.732164 847810.847531 7225
15078 15550 14.277415 847589.334263 7225
10359 10448 15.483867 847481.206307 7225
6028 6029 22.846191 847294.217419 7225
9151 14923 39.452381 847294.065134 7225
7036 7222 5.370117 846720.365371 7225
12642 12836 8.338003 846183.879336 7225
12213 12454 8.906345 845465.984153 7225
1477 1679 109.88221 845226.771403 7225
5413 16145 10.544933 844414.947892 7225
9226 9927 20.90918 843490.203418 7225
11227 13193 1.913823 842838.857753 7225
4911 5011 16.98411 842516.704775 7225
9357 10607 7.897566 841969.589497 7225
18088 18089 28.938477 841942.683065 7225
1095 14478 25.371572 841803.877785 7225
8001 11168 12.379648 841286.390097 7225
5461 16034 19.912142 841273.399029 7225
11000 11228 19.562342 841003.526926 7225
14364 16002 14.904447 840176.308874 7225
5810 9200 2.599051 839762.672473 7225
856 12190 115.843796 839040.0 7225
2020 4168 6.516867 839040.0 7225
4336 4953 254.995575 839040.0 7225
8384 13815 10.692876 839040.0 7225
8444 8913 13.954129 838831.894439 7225
7852 8154 37.499313 838390.390925 7225
15550 15994 14.678076 837618.944062 7056
4643 15826 18.503958 837583.086076 7056
5421 10036 73.218979 835987.161571 7056
18045 18088 178.204193 835730.567615 7056
6549 6941 13.359434 835047.433237 7056
7560 7870 10.780429 834591.242502 7056
1997 3985 62.788494 834479.173035 7056
8606 8608 7.615234 833833.626767 7056
9009 9995 30.67173 833103.322594 7056
1652 13585 11.552284 832422.653584 7056
3155 3788 18.133545 831260.470447 7056
12256 17784 15.190195 830725.927003 7056
3158 3406 34.225517 830639.505952 7056
8447 8632 4.254395 830470.806429 7056
11622 13950 27.231758 829007.386459 7056
504 600 12.499842 829005.00834 7056
4714 12155 92.175781 827158.27017 7056
13726 15361 50.308109 826623.578034 7056
17360 17458 5.353439 826147.089423 7056
13764 13799 10.752437 826035.400578 7056
7471 16939 42.328339 825029.505862 7056
10099 17784 39.447357 824939.702901 7056
935 982 15.294212 824120.012021 7056
7809 14816 383.868195 823752.358194 7056
12045 12093 3.350161 823644.896774 7056
11352 11771 32.60141 823279.235549 7056
13951 14048 19.995415 822973.149161 7056
15885 17384 6.16936 821894.200757 7056
12221 14364 49.054428 821529.514987 7056
1128 12587 42.281071 821171.486676 7056
7804 14650 28.024637 820892.569238 7056
338 10099 28.949694 820782.039017 7056
11347 11560 28.288328 820463.109509 7056
3517 3568 7.741955 820050.27108 7056
281 8643 147.134766 818718.257143 7056
4914 5285 11.15918 817897.2702 7056
10559 10950 52.972801 816077.925654 7056
4073 5334 10.484261 816061.074267 7056
6977 17717 140.476959 815052.32906 7056
12107 12517 14.277415 813628.220388 7056
14906 15747 26.677263 813278.503398 7056
384 1238 21.15583 812668.233245 7056
11551 12458 15.566939 812118.964694 7056
6160 16963 85.917084 811918.25862 7056
10377 10378 36.553711 811615.635819 7056
1658 1933 9.882292 810889.401169 7056
9280 10094 25.836468 810120.337576 7056
8175 8563 12.057994 809125.200192 7056
5705 10886 22.419434 809072.471213 7056
11227 11879 2.149543 808612.820747 7056
121 9677 44.567036 808418.598023 7056
3128 15304 16.540474 807597.349325 7056
2737 5653 56.716 807587.681349 7056
8033 8950 25.652344 807555.860358 7056
13857 13951 18.488512 807016.729932 7056
17604 17992 11.002649 806972.367697 7056
4974 5326 16.522442 806864.590892 7056
5643 11676 19.928747 806754.164956 7056
9357 9496 4.453256 806612.503082 7056
466 564 50.338352 804873.397929 7056
9020 9367 19.391129 804761.756977 7056
9784 10088 143.19014 803503.730875 7056
14247 17351 22.120609 803373.279387 7056
7216 7947 22.369789 803129.58132 7056
4953 16717 220.38298 802604.0 7056
8228 13815 5.102226 802604.0 7056
7870 8175 8.906637 802551.764216 7056
10377 11123 22.37026 802206.239851 7056
3979 4278 46.452038 800429.022926 7056
12854 13306 16.009529 800291.345915 7056
9234 9513 10.351933 799853.904652 7056
4368 4754 9.76416 799533.886317 7056
16265 16451 16.220472 799282.780952 7056
14542 14593 65.506676 798537.104869 7056
9039 9079 16.811884 798345.415903 7056
663 1383 78.617325 798096.560069 7056
15994 16399 12.91853 797948.162338 7056
9500 9553 35.058041 797826.558317 7056
3406 9181 3.396484 797731.087182 7056
5892 14647 91.261681 797639.804486 7056
9617 10130 55.873367 796867.144378 7056
10069 12752 92.588913 795654.897331 7056
4481 5162 20.961014 795190.434931 7056
4714 14593 106.751587 794602.17776 7056
12093 12132 9.24446 794336.655326 7056
5643 14666 77.760864 794138.524618 7056
4073 14138 12.425089 793367.304315 7056
9963 11831 17.13866 793256.470647 7056
7427 8815 9.953305 792770.046233 7056
8400 10088 132.841553 792177.228086 7056
8772 8856 18.488512 792142.191113 7056
15133 15482 31.999512 791598.964027 7056
12559 12803 8.906345 791376.558062 7056
8010 8289 46.452038 790516.805721 7056
10094 10266 6.196005 790436.638647 7056
11009 11142 280.275391 790347.130634 7056
4515 14816 25.74464 789892.137214 7056
4744 14770 33.615955 789719.318793 7056
3841 4213 11.242798 789513.634469 7056
1743 6836 168.25174 789059.563375 7056
1743 3152 145.675888 789049.016083 7056
15574 15946 12.058353 788944.784892 7056
2147 17273 22.991104 788864.126235 7056
10839 11124 8.369629 788371.483552 7056
14766 15340 17.351233 787851.003821 7056
6640 7781 35.416016 787805.073265 7056
12050 17881 75.423302 787575.805335 7056
15044 15439 12.918055 787400.37941 7056
9121 9470 30.54089 787321.778019 7056
16715 16722 52.987701 787288.553474 7056
11619 17969 200.955826 787267.633751 7056
6719 6908 30.967733 786953.370002 7056
5975 12930 3.304626 786894.58368 7056
12110 13647 51.70055 786839.08753 7056
10950 11072 7.390979 785698.357764 7056
2760 2968 7.61089 784214.093193 7056
12056 12180 5.175922 782809.317354 7056
11897 12056 8.261415 782680.947271 7056
10024 10025 38.07666 782264.763872 7056
8014 8064 21.36833 782153.829327 7056
76 17921 12.918414 782093.018003 7056
14138 17604 12.6344 781727.906637 7056
15836 16295 56.843567 781520.325173 7056
3281 5109 39.980587 780711.595616 7056
12068 12559 17.351103 780579.465332 7056
7278 7751 14.678076 780309.95661 7056
1878 2374 16.807907 780153.312635 7056
15747 15748 4.569336 779923.102407 7056
1919 11160 2.631648 779842.486059 7056
1002 8444 8.346072 779831.006177 7056
819 14778 18.939035 778079.856133 7056
13067 17361 133.90918 777983.219696 7056
1798 2058 41.96579 777954.424546 7056
11199 11570 11.567231 777698.205748 7056
5303 5620 10.780429 777359.526992 7056
1731 2805 68.300499 776789.893519 7056
9717 17851 36.944473 776529.694946 7056
15392 15439 19.848854 775574.268904 7056
832 9307 20.66338 775176.51216 7056
9750 11879 13.116957 775156.973251 7056
9841 11676 54.421692 774590.364061 7056
1919 10850 8.148578 773803.975795 7056
15439 15919 14.277892 773581.326948 7056
15464 15574 4.13061 773218.468898 7056
7413 15337 6.530142 772742.142395 7056
2273 10609 21.201603 771989.055532 7056
1444 17954 50.238911 771839.932364 7056
3173 5975 19.000738 771718.615201 7056
8462 13077 36.14706 771117.427153 7056
17361 17458 4.130445 769151.824548 7056
15768 16034 87.704742 769028.51014 7056
11160 11584 12.918055 769000.049916 7056
13067 18067 182.736465 768984.191479 7056
12641 12679 13.778809 768951.107381 7056
17851 17944 3.178631 768915.796201 7056
314 18087 19.556839 768855.268282 7056
11339 11373 50.280579 768716.932314 7056
2556 3904 63.090302 768630.589167 7056
15748 17120 44.92522 768558.674811 7056
7967 12464 23.119431 768521.142702 7056
10266 11705 44.92535 768399.950876 7056
4640 8547 43.286694 768087.245216 7056
2993 14658 203.644974 768003.465622 7056
11052 11346 8.906345 766983.464155 7056
17969 18059 175.174805 766766.647469 7056
7532 7577 9.244534 766722.818355 7056
13311 16877 19.076599 766586.502423 7056
11131 12635 25.560555 766486.515776 7056
2207 5421 46.365498 766244.621889 7056
8643 15195 135.290039 766164.0 7056
8145 8228 5.353589 766164.0 7056
6852 17196 15.442585 765584.168235 7056
13649 13650 137.076172 765179.922726 7056
6840 17717 11.870762 764750.347105 7056
17908 17997 5.353543 763978.150091 7056
3405 9181 4.219238 763687.906079 7056
5818 5962 27.732561 763271.084523 7056
10422 14068 1.381195 762935.864371 7056
15666 16129 14.678076 762795.899717 7056
4368 4369 13.70752 762096.787347 7056
12803 13214 14.678389 761463.605026 7056
3841 3929 41.217083 761334.084413 7056
8289 8859 16.009598 761262.447961 7056
1003 4257 24.299135 760814.773691 7056
10690 11052 12.7139 760480.67148 7056
13075 16306 267.226807 760413.021339 7056
213 504 28.664106 760031.466312 7056
2132 2341 28.288328 760020.198479 7056
1722 9307 14.409026 759393.398988 7056
7620 7621 22.845947 759348.862168 7056
6664 15464 5.692906 759275.113203 7056
7484 7969 28.897436 758922.040475 7056
12853 13587 24.906147 758721.838271 7056
2971 3067 11.020279 758712.688697 7056
3173 5326 9.913188 758668.753174 7056
6344 6492 4.575439 758278.472052 7056
3620 12555 56.664688 758122.652263 7056
8278 11831 57.022945 757658.462991 7056
433 15361 101.838051 757385.576697 7056
9771 17491 15.761973 757240.272192 7056
15439 15584 21.730057 756833.103721 7056
11372 11373 10.661621 756718.803285 7056
4871 13696 48.008114 756698.177854 7056
17273 17511 12.275879 756674.009563 7056
8734 8815 2.440918 756505.379567 7056
11828 11993 17.65811 755762.585626 7056
12848 14230 44.63623 755455.269847 7056
2813 2854 19.849367 755080.072364 7056
1722 1957 12.391815 754736.159274 7056
14230 14892 19.52832 754139.804084 7056
14892 17954 94.887291 754037.111582 7056
5596 6297 21.416412 754014.193862 7056
3904 3905 6.092285 753235.504437 7056
7804 14651 16.144918 752663.295344 7056
11248 11292 36.580311 752312.083641 7056
16295 16850 64.741432 751758.671553 7056
1046 12050 4.922876 751168.472001 7056
16399 16838 14.677924 751033.858071 7056
17072 17212 27.732561 750313.312502 7056
11449 11496 35.058285 750296.811995 7056
1025 1398 9.882699 750255.83719 7056
5030 11953 4.802965 750152.96634 7056
5303 5572 34.536694 749939.74065 7056
2748 16553 138.126846 749833.947637 7056
849 16277 45.03561 748990.059211 7056
10105 10457 10.228357 748726.698133 7056
14469 14712 7.13876 748433.261851 7056
1997 18179 62.100098 747992.985036 7056
9367 15830 163.561401 747933.949332 7056
5865 9480 20.114288 747572.067562 7056
11414 18084 19.123426 747556.0 7056
5030 11460 9.671875 747277.080505 7056
4332 5354 9.40733 746989.248507 7056
16838 17283 14.678076 746808.266885 7056
10378 10379 53.307129 746297.510956 7056
14665 14666 57.875977 745996.990337 7056
10818 11146 10.780429 745927.556462 7056
11372 11413 21.36834 745794.707773 6889
2968 3996 33.609802 745779.251331 6889
15432 15809 11.262502 745436.819999 6889
8251 8296 100.532143 745137.663844 6889
10122 10850 21.792248 745093.233142 6889
213 17958 52.551136 743676.364428 6889
13647 13649 70.060547 743329.25565 6889
8181 8223 237.602234 743206.252936 6889
4255 4256 33.507324 743167.665785 6889
11997 18062 15.769225 743141.090242 6889
6664 15197 3.935832 742867.847403 6889
47 9750 17.599356 742856.001235 6889
9344 13932 21.877686 742727.824237 6889
15224 16583 42.095409 742058.436692 6889
9784 12342 12.637282 741449.533942 6889
192 564 11.262655 740557.357723 6889
6836 6977 132.572662 740460.969186 6889
8587 8754 5.176012 740387.47635 6889
320 463 20.237267 740316.050646 6889
15002 15003 19.800049 739710.336223 6889
5464 10609 10.259803 739397.046913 6889
8973 16137 5.69264 738920.789021 6889
9305 9364 1.394531 738358.700747 6889
12141 12952 30.442722 738350.018662 6889
11872 17032 86.064674 737616.400263 6889
2999 4747 50.21582 737292.454837 6889
16372 16428 2.065658 736510.036639 6889
7413 16628 6.93639 736458.142395 6889
3903 17511 27.613281 736311.30135 6889
12424 13206 29.837919 736096.806616 6889
666 2341 55.842087 735207.542195 6889
7641 8019 11.262689 733820.785638 6889
13076 17314 115.247421 733488.33188 6889
5923 14089 14.4627 733354.360711 6889
9662 10526 26.54653 733100.555032 6889
6712 7218 15.34375 732971.792662 6889
371 860 14.677924 732029.959511 6889
12802 13213 14.67854 731930.443685 6889
16372 16561 19.10956 731693.990372 6889
2273 13373 14.757761 731644.08221 6889
4871 12324 53.110027 731488.092306 6889
17997 18046 4.777309 731358.840279 6889
15393 15551 18.749775 730824.75743 6889
11131 12978 18.59997 730110.515776 6889
6552 6712 5.57959 729981.974503 6889
6053 9480 6.046875 729720.0 6889
13405 16717 50.361694 729720.0 6889
15841 15890 6.249907 729720.0 6889
7749 8663 25.154055 729676.296177 6889
433 2120 51.633305 729626.959848 6889
6840 10349 65.993202 728529.680438 6889
4792 8066 319.00061 727859.817226 6889
4533 6116 605.383423 727513.12928 6889
11072 15591 255.854218 727415.022523 6889
7420 7845 13.359894 727015.401263 6889
6015 6158 6.195923 726886.083891 6889
14068 14521 205.112579 726573.864371 6889
14081 15302 37.802216 726328.945176 6889
11009 17840 48.046749 726065.945352 6889
3982 4317 10.780429 725891.462559 6889
2649 2882 8.369629 725410.880064 6889
4515 14708 126.590485 725016.993956 6889
1557 1675 14.332017 724213.774968 6889
1125 7466 1.706055 723930.282621 6889
5321 5596 8.506623 723922.405468 6889
2969 3402 13.359434 723599.379791 6889
119 174 16.811844 723060.135928 6889
8278 14187 10.997289 722228.996324 6889
18002 18059 103.577751 720892.383339 6889
170 7718 14.321233 720415.490559 6889
14959 15394 14.678076 720244.640183 6889
2935 10314 104.278191 719757.883396 6889
2681 13368 11.807028 719335.900856 6889
14737 18045 101.929131 719306.821774 6889
13696 15768 105.67099 718994.988358 6889
15220 15321 18.488512 718869.802443 6889
7896 8010 27.556839 718335.030834 6889
17722 17724 25.89209 718149.180919 6889
1230 11950 5.391048 717974.123265 6889
12328 12329 13.70752 717628.150177 6889
7896 14960 26.243 717616.701006 6889
10344 10606 8.50706 717310.236351 6889
2970 3403 57.734863 717303.086934 6889
10877 11334 13.404785 716900.2 6889
14773 15197 13.954129 715629.779036 6889
7596 7641 70.074432 715330.773585 6889
14205 14469 9.535482 714922.956093 6889
1046 1257 5.788818 714781.805335 6889
2723 3200 15.34375 714579.201821 6889
4096 4239 48.917591 714340.257776 6889
2926 14189 14.408203 714254.729385 6889
10393 10839 13.94873 714177.419781 6889
11449 11497 9.244051 714051.611995 6889
15592 16277 8.103877 713285.78302 6889
15830 18016 108.661423 713075.815999 6889
17725 18195 17.129795 712983.007079 6889
3662 3890 7.138998 712577.536678 6889
12622 13543 11.078363 711190.115137 6889
11292 11339 33.53635 710659.547679 6889
14588 14701 18.488585 710456.696786 6889
4543 14306 12.059258 710126.168019 6889
13811 14079 8.906407 710006.894903 6889
9927 10938 29.29248 709766.30277 6889
12749 17180 48.524975 709624.735228 6889
7775 7965 9.440531 709421.117805 6889
16037 16129 27.556595 709263.131318 6889
1263 17862 25.081018 709060.504753 6889
9194 9345 21.726854 708937.20969 6889
4061 4725 18.133545 708534.297912 6889
9766 9988 7.610666 708300.313939 6889
17227 17666 13.359894 708236.643719 6889
1825 2126 11.508899 708030.564523 6889
12233 13328 31.293633 707776.02613 6889
10680 14857 6.327637 707539.934865 6889
347 441 11.020515 707499.714606 6889
900 901 21.322754 707149.634922 6889
3928 3929 30.461426 706534.453835 6889
1230 16197 13.870618 706342.711848 6889
2941 4061 33.477173 706150.96016 6889
11570 12173 19.587858 705942.41131 6889
2990 10314 0.822388 705809.456802 6889
16561 16692 20.237167 705270.912644 6889
11599 14737 101.929131 705052.188255 6889
6939 7018 11.020515 705031.484773 6889
8375 12342 90.62133 705017.533942 6889
4684 8040 101.8125 704945.011698 6889
7418 18098 1.009704 704925.770571 6889
6333 18098 3.373446 704925.770571 6889
4101 4454 39.308662 704838.588418 6889
8676 8901 29.766632 704779.938817 6889
3283 5850 5.765436 704480.193415 6889
4369 4370 16.753662 703035.873093 6889
9717 10055 48.515656 703010.133264 6889
953 8462 16.04711 702875.22975 6889
1885 2006 15.795337 702508.850416 6889
18072 18179 3.445557 702478.941563 6889
7138 9364 16.193645 702244.034081 6889
17187 17661 13.55835 701833.292311 6889
17721 17722 15.230957 701621.748276 6889
9485 10182 22.831831 701133.660557 6889
18046 18178 12.883104 701107.720937 6889
9512 9636 71.638336 700594.448133 6889
8040 11484 100.432129 700181.560049 6889
12308 16628 11.449849 700174.142395 6889
2207 9965 116.50721 699776.205979 6889
217 18053 12.918414 699656.155424 6889
11346 11518 17.658573 699586.668195 6889
5135 5226 24.528311 699448.487717 6889
10942 16570 39.094891 699231.109201 6889
9576 9577 39.599609 698741.135347 6889
1900 2941 34.872192 698195.018893 6889
172 9033 1.512712 697518.826056 6889
15729 18072 72.533936 697443.082321 6889
13700 13891 8.337901 697265.654638 6889
7267 7560 8.906178 697175.823211 6889
5575 8096 76.733742 696854.707901 6889
4792 15051 389.261597 696596.953156 6889
14375 14712 22.076483 696079.768107 6889
12026 16197 2.242849 695967.742613 6889
6138 6279 14.33216 695907.004214 6889
13228 13301 2.789551 695668.533553 6889
10747 13382 13.613815 695559.655418 6889
5084 10893 100.202568 695182.639203 6889
6231 12978 41.333347 693755.182442 6889
12801 16037 6.051529 693658.585319 6889
14644 15004 9.76416 693552.275008 6889
3903 11469 16.542749 693272.0 6889
8110 11622 19.810204 693272.0 6889
10780 13405 142.437393 693272.0 6889
15840 15841 13.70752 693272.0 6889
4599 8109 106.109657 693249.992063 6889
4518 13183 5.111093 693060.0 6889
13812 13839 134.037048 692995.514999 6889
347 18162 57.734493 692914.807404 6889
11950 12366 14.277996 692285.079138 6889
16408 16409 15.230713 692251.533333 6889
11584 12068 16.009668 691472.176699 6889
9413 15762 24.993355 691341.067724 6889
14416 15283 25.154055 691237.126364 6889
15919 16344 14.678076 690222.541958 6889
1949 1974 21.487432 690119.752865 6889
2886 4440 14.180176 689890.067187 6889
5904 7466 24.707645 689365.691254 6889
2882 3035 4.18457 689306.045143 6889
5892 7391 114.42659 688913.804485 6889
3050 4957 1.096436 688761.790247 6889
6237 14758 13.479358 688651.593961 6889
3890 4076 5.57959 688245.194514 6889
1739 2156 14.678076 688134.676427 6889
10340 11897 48.609997 688014.718416 6889
10606 11727 33.61533 687150.823537 6889
2137 2304 27.977545 687070.231037 6889
12308 17702 28.389893 686407.596357 6889
